Term,LoanStatus,BorrowerAPR,ProsperScore,ListingCategory (numeric),BorrowerState,EmploymentStatus,IncomeRange,LoanOriginalAmount
36,Completed,0.202,8.0,1,OR,Employed,"$25,000-49,999",15000
60,Past Due (1-15 days),0.18637,6.0,1,FL,Employed,"$25,000-49,999",10000
36,Current,0.14446,6.0,18,FL,Self-employed,"$75,000-99,999",2500
60,Completed,0.25359,4.0,15,CA,Employed,"$50,000-74,999",15000
36,Current,0.22108,5.0,1,IN,Employed,"$25,000-49,999",2100
36,Current,0.08496,10.0,1,CA,Employed,"$100,000+",17500
36,Current,0.09333,7.0,1,FL,Employed,"$50,000-74,999",12000
36,Current,0.30285,2.0,15,NJ,Employed,"$25,000-49,999",4000
36,Current,0.1899,3.0,1,VA,Employed,"$100,000+",20000
60,Current,0.24702,4.0,1,CA,Employed,"$25,000-49,999",4500
36,Completed,0.35643,5.0,1,SC,Employed,"$1-24,999",5000
60,Current,0.20081,5.0,1,CA,Employed,"$100,000+",15000
36,Current,0.31668,3.0,1,CO,Self-employed,"$25,000-49,999",6250
36,Current,0.12081,7.0,18,IL,Employed,"$1-24,999",4000
36,Current,0.35797,6.0,7,NJ,Other,"$25,000-49,999",4000
36,Completed,0.22712,5.0,1,TX,Employed,"$75,000-99,999",4500
60,Current,0.14453,8.0,1,AL,Employed,"$100,000+",11000
36,Completed,0.19906,,4,WA,Full-time,"$50,000-74,999",3800
36,Current,0.18725,7.0,1,IN,Employed,"$100,000+",25000
36,Completed,0.35132,5.0,1,TN,Employed,"$25,000-49,999",6500
36,Completed,0.09728,,0,,Not available,Not displayed,1000
36,Chargedoff,0.35797,2.0,1,MI,Not employed,Not employed,4000
60,Current,0.20358,8.0,19,TX,Employed,"$50,000-74,999",15000
60,Current,0.29341,5.0,1,NY,Employed,"$25,000-49,999",4000
36,Current,0.06726,11.0,1,NY,Employed,"$100,000+",2000
36,Current,0.15223,7.0,1,WV,Employed,"$25,000-49,999",6000
60,Current,0.13227,10.0,2,KS,Employed,"$100,000+",25000
36,Completed,0.21025,5.0,13,VA,Other,"$50,000-74,999",10000
36,Defaulted,0.25517,,0,,Full-time,"$1-24,999",3500
36,Current,0.26528,2.0,1,TX,Employed,"$25,000-49,999",3500
36,Chargedoff,0.202,8.0,3,WV,Employed,"$50,000-74,999",15000
36,Current,0.24758,5.0,1,CA,Employed,"$75,000-99,999",13000
60,Current,0.19988,5.0,1,TN,Employed,"$25,000-49,999",10000
36,Current,0.33553,6.0,1,NY,Not employed,Not employed,4000
36,Current,0.09065,11.0,2,TX,Employed,"$100,000+",20000
36,Current,0.14358,9.0,1,CA,Employed,"$75,000-99,999",15000
60,Current,0.20358,8.0,15,NJ,Employed,"$50,000-74,999",15000
36,Current,0.17754,6.0,7,MO,Employed,"$75,000-99,999",6000
36,Chargedoff,0.14385,,0,,Full-time,"$25,000-49,999",2000
36,Chargedoff,0.33393,,1,IL,Full-time,"$75,000-99,999",3400
36,Completed,0.16466,,0,,,Not displayed,5000
36,Completed,0.08684,,0,MN,Full-time,"$25,000-49,999",7500
36,Current,0.35797,5.0,1,GA,Employed,"$25,000-49,999",4000
36,Chargedoff,0.3862,1.0,2,IL,Full-time,"$50,000-74,999",7500
36,Current,0.07922,11.0,1,GA,Employed,"$100,000+",10000
60,Current,0.23984,4.0,1,CA,Employed,"$25,000-49,999",4000
60,Current,0.22693,5.0,1,CO,Employed,"$25,000-49,999",10000
36,Completed,0.08641,8.0,3,OR,Full-time,"$75,000-99,999",5000
36,Completed,0.14348,6.0,1,TX,Employed,"$75,000-99,999",13000
36,Completed,0.20735,,0,,Not available,Not displayed,5000
36,Current,0.27285,3.0,1,NY,Employed,"$25,000-49,999",4000
36,Current,0.26528,3.0,13,MA,Employed,"$100,000+",3500
36,Defaulted,0.23447,,0,,Full-time,"$25,000-49,999",9000
36,Chargedoff,0.18173,,0,CA,Retired,"$1-24,999",4500
36,Completed,0.18726,,0,,,Not displayed,6001
36,Completed,0.06587,10.0,3,NY,Employed,"$100,000+",14000
36,Current,0.26528,3.0,1,CT,Employed,"$75,000-99,999",15000
36,Current,0.30377,2.0,3,TN,Employed,"$50,000-74,999",4000
12,Completed,0.13696,10.0,3,CA,Employed,"$75,000-99,999",2000
36,Current,0.14857,7.0,1,IN,Employed,"$25,000-49,999",10000
36,Completed,0.34621,3.0,1,CT,Employed,"$50,000-74,999",7500
60,Current,0.13983,9.0,1,GA,Employed,"$100,000+",25000
60,Current,0.21166,1.0,2,PA,Employed,"$50,000-74,999",15000
36,Current,0.06726,11.0,1,NY,Employed,"$75,000-99,999",13000
36,Current,0.2951,7.0,2,NY,Employed,"$50,000-74,999",3000
60,Current,0.16499,7.0,1,GA,Employed,"$75,000-99,999",20000
36,Current,0.30285,4.0,2,OK,Employed,"$50,000-74,999",2000
36,Defaulted,0.35643,5.0,1,KY,Full-time,"$1-24,999",2000
36,Completed,0.21831,8.0,3,CA,Full-time,"$25,000-49,999",2000
60,Past Due (1-15 days),0.26128,5.0,2,MS,Employed,"$25,000-49,999",10000
36,Chargedoff,0.18967,,0,AL,Retired,"$1-24,999",18000
36,Completed,0.20767,,3,FL,Full-time,"$25,000-49,999",3100
60,Current,0.19323,8.0,1,IL,Employed,"$50,000-74,999",15000
36,Chargedoff,0.35797,1.0,1,TN,Employed,"$25,000-49,999",4000
60,Current,0.20808,7.0,1,CA,Employed,"$50,000-74,999",20000
36,Current,0.2129,5.0,1,FL,Employed,"$50,000-74,999",15000
36,Current,0.08882,10.0,7,TX,Employed,"$100,000+",21500
36,Chargedoff,0.28269,,7,PA,Full-time,"$25,000-49,999",1000
36,Completed,0.27306,,2,IN,Full-time,"$50,000-74,999",1000
36,Current,0.23121,6.0,1,SC,Employed,"$75,000-99,999",20000
36,Completed,0.08641,8.0,2,OK,Self-employed,"$25,000-49,999",4500
60,Past Due (1-15 days),0.24702,4.0,13,GA,Employed,"$25,000-49,999",4000
36,Past Due (31-60 days),0.32538,2.0,1,GA,Employed,"$25,000-49,999",4000
36,Completed,0.32502,6.0,1,IL,Employed,"$25,000-49,999",1200
12,Completed,0.11066,9.0,7,TX,Employed,"$50,000-74,999",10000
36,Completed,0.06327,10.0,7,AR,Full-time,"$75,000-99,999",11500
36,Completed,0.16014,,0,TX,Full-time,"$100,000+",9500
60,Current,0.20358,8.0,7,NY,Employed,"$75,000-99,999",7000
36,Current,0.34731,1.0,3,CA,Full-time,"$50,000-74,999",3000
36,Completed,0.14887,,0,FL,Retired,"$50,000-74,999",2000
60,Current,0.23462,3.0,1,MI,Employed,"$75,000-99,999",18000
36,Current,0.12691,9.0,1,NJ,Employed,"$25,000-49,999",10000
60,Current,0.15868,7.0,1,WI,Employed,"$100,000+",25000
36,Completed,0.11448,8.0,1,GA,Full-time,"$50,000-74,999",14000
60,Current,0.22908,6.0,1,NJ,Employed,"$50,000-74,999",7000
36,Current,0.35643,4.0,2,CA,Employed,"$100,000+",4000
60,Current,0.20808,7.0,1,NC,Employed,"$25,000-49,999",10000
36,Completed,0.21488,,0,,,Not displayed,3000
36,Defaulted,0.35797,5.0,1,NJ,Employed,"$50,000-74,999",4000
36,Current,0.24246,6.0,3,OH,Self-employed,"$50,000-74,999",5000
60,Current,0.2893,2.0,2,FL,Self-employed,"$75,000-99,999",13000
60,Completed,0.21576,3.0,1,VA,Employed,"$50,000-74,999",20000
60,Current,0.22063,4.0,18,CO,Employed,"$75,000-99,999",14000
36,Chargedoff,0.3045,7.0,1,PA,Full-time,"$25,000-49,999",3000
36,Completed,0.18726,,0,WA,Full-time,"$25,000-49,999",4000
36,Defaulted,0.13814,,1,WV,Full-time,"$25,000-49,999",10000
60,Current,0.21566,5.0,1,IL,Employed,"$25,000-49,999",10000
36,Current,0.25013,4.0,1,MA,Employed,"$25,000-49,999",10000
36,Chargedoff,0.24264,,4,IL,Full-time,"$100,000+",2500
60,Completed,0.24302,4.0,1,MN,Employed,"$25,000-49,999",13000
36,Current,0.12528,9.0,2,NY,Employed,"$50,000-74,999",25000
36,Defaulted,0.28771,,0,CA,Not available,Not displayed,3000
60,Current,0.17522,6.0,1,TX,Employed,"$50,000-74,999",20000
60,Current,0.22283,5.0,20,CA,Employed,"$25,000-49,999",8000
36,Chargedoff,0.25781,2.0,1,TN,Employed,"$100,000+",10956
36,Completed,0.37453,5.0,5,NC,Full-time,"$25,000-49,999",4985
36,Defaulted,0.28564,,0,TX,,Not displayed,2000
60,Current,0.20347,5.0,1,CT,Employed,"$50,000-74,999",12000
36,Current,0.14409,9.0,1,CA,Employed,"$75,000-99,999",9000
36,Defaulted,0.3185,,6,WV,Full-time,"$1-24,999",2700
36,Chargedoff,0.25757,,0,CA,Self-employed,"$100,000+",15000
36,Completed,0.37453,,4,MO,Full-time,"$1-24,999",6000
60,Current,0.14494,8.0,1,MN,Employed,"$25,000-49,999",13779
60,Current,0.17685,6.0,1,NC,Employed,"$100,000+",20000
36,Chargedoff,0.32327,,1,GA,Full-time,"$1-24,999",1000
60,Completed,0.24252,7.0,1,NM,Employed,"$75,000-99,999",13000
36,Chargedoff,0.27515,,0,,,Not displayed,4000
36,Current,0.20053,7.0,1,MI,Employed,"$50,000-74,999",11000
36,Current,0.35132,5.0,7,OH,Employed,"$25,000-49,999",4000
36,Current,0.13138,7.0,1,CA,Employed,"$50,000-74,999",3500
60,Current,0.16713,10.0,1,NC,Employed,"$75,000-99,999",11500
36,Current,0.28974,7.0,1,LA,Employed,"$50,000-74,999",2000
60,Current,0.26001,3.0,1,KY,Employed,"$25,000-49,999",8000
36,Past Due (1-15 days),0.3179,3.0,14,FL,Employed,"$25,000-49,999",4000
36,Completed,0.09186,,0,NY,,Not displayed,3000
36,Current,0.12782,8.0,2,NJ,Employed,"$25,000-49,999",8000
36,Completed,0.18374,,0,MN,Full-time,"$25,000-49,999",4995
12,Completed,0.20977,5.0,6,NY,Employed,"$50,000-74,999",10000
36,Current,0.25259,6.0,2,FL,Self-employed,"$25,000-49,999",3400
36,Chargedoff,0.28393,,0,NM,Full-time,"$25,000-49,999",3500
36,Chargedoff,0.35797,2.0,1,CA,Employed,"$50,000-74,999",4000
60,Current,0.22549,4.0,1,GA,Employed,"$50,000-74,999",15000
36,Current,0.22875,2.0,1,TX,Employed,"$50,000-74,999",12000
36,Defaulted,0.24656,,0,TX,,Not displayed,1500
36,Current,0.15324,6.0,2,AZ,Employed,"$100,000+",3400
36,Chargedoff,0.13253,,0,NY,Full-time,"$50,000-74,999",25000
36,Completed,0.34621,7.0,1,NC,Full-time,"$25,000-49,999",6000
36,Completed,0.29486,7.0,1,FL,Employed,"$25,000-49,999",10000
36,Completed,0.16663,8.0,1,CA,Employed,"$50,000-74,999",1000
36,Current,0.35797,3.0,6,TX,Employed,"$1-24,999",4000
36,Current,0.13138,6.0,1,NY,Employed,"$50,000-74,999",15000
36,Completed,0.18316,6.0,1,SC,Employed,"$25,000-49,999",2000
60,Current,0.17522,4.0,1,SC,Employed,"$75,000-99,999",20000
36,Chargedoff,0.20846,,0,OH,Full-time,"$25,000-49,999",1000
60,Current,0.15271,9.0,15,CA,Employed,"$75,000-99,999",6000
36,Chargedoff,0.27515,,0,,,Not displayed,2550
36,Current,0.35797,4.0,1,WI,Employed,"$1-24,999",4000
36,Chargedoff,0.19645,9.0,1,WA,Employed,"$75,000-99,999",15000
36,Current,0.25279,4.0,1,TX,Employed,"$50,000-74,999",10000
60,Current,0.26528,7.0,1,NV,Employed,"$25,000-49,999",5000
36,Current,0.20217,4.0,7,VA,Employed,"$100,000+",11000
60,Completed,0.16289,8.0,2,GA,Employed,"$100,000+",13000
36,Completed,0.24132,8.0,1,FL,Full-time,"$25,000-49,999",5000
60,Completed,0.14965,8.0,1,NC,Employed,"$50,000-74,999",25000
60,Current,0.18733,8.0,7,SC,Employed,"$75,000-99,999",5000
36,Current,0.22773,4.0,1,MS,Other,"$1-24,999",4000
60,Completed,0.29998,4.0,1,CA,Employed,"$25,000-49,999",9000
36,Current,0.10038,6.0,1,NC,Employed,"$50,000-74,999",15000
36,Current,0.15538,9.0,1,WA,Employed,"$25,000-49,999",2500
36,Completed,0.14699,,0,,Not available,Not displayed,5000
60,Current,0.20358,8.0,3,MA,Employed,"$100,000+",15000
36,Completed,0.09333,9.0,3,IL,Employed,"$50,000-74,999",12707
36,Completed,0.19298,,1,MT,Full-time,"$1-24,999",7000
36,Current,0.19859,5.0,15,CA,Employed,"$75,000-99,999",10000
36,Current,0.08496,10.0,1,NJ,Employed,"$100,000+",19000
36,Chargedoff,0.15713,,0,MO,Full-time,"$25,000-49,999",4000
36,Completed,0.1717,8.0,1,IL,Full-time,"$50,000-74,999",9000
36,Completed,0.127,,0,,Not available,Not displayed,5000
36,Completed,0.17018,8.0,1,MN,Self-employed,"$25,000-49,999",3000
36,Chargedoff,0.21237,,0,CA,Full-time,"$25,000-49,999",4500
36,Current,0.22712,3.0,7,OH,Employed,"$50,000-74,999",2000
36,Completed,0.19369,,0,WA,Full-time,"$50,000-74,999",15000
36,Completed,0.35797,4.0,1,TX,Employed,"$100,000+",4000
36,Current,0.17189,6.0,1,NY,Employed,"$100,000+",17000
60,Current,0.29998,8.0,1,NY,Employed,"$50,000-74,999",10000
36,Completed,0.16653,8.0,1,NC,Employed,"$75,000-99,999",15000
36,Completed,0.06827,,7,MA,Full-time,"$1-24,999",3000
36,Chargedoff,0.35643,3.0,3,NH,Self-employed,"$50,000-74,999",4000
60,Current,0.19245,8.0,7,GA,Employed,"$75,000-99,999",10000
36,Chargedoff,0.35244,1.0,7,TX,Full-time,"$25,000-49,999",2000
36,Completed,0.11797,,0,NY,Full-time,"$75,000-99,999",10000
60,Current,0.12992,8.0,1,OH,Employed,"$50,000-74,999",11500
36,Chargedoff,0.16688,,3,IL,Full-time,"$25,000-49,999",25000
36,Current,0.13836,7.0,1,IL,Employed,"$50,000-74,999",7500
36,Defaulted,0.30564,,0,NC,Full-time,"$25,000-49,999",5800
36,Completed,0.27569,8.0,1,CO,Full-time,"$25,000-49,999",1500
36,Completed,0.30059,,0,,Full-time,"$25,000-49,999",2600
36,Completed,0.15377,,2,NY,Full-time,"$25,000-49,999",12000
60,Current,0.19221,8.0,1,MD,Self-employed,"$75,000-99,999",15000
60,Current,0.16662,6.0,1,GA,Employed,"$50,000-74,999",4500
36,Current,0.35797,4.0,1,FL,Employed,"$50,000-74,999",3000
36,Completed,0.13271,9.0,1,FL,Full-time,"$25,000-49,999",5500
36,Current,0.33553,6.0,1,MO,Employed,"$25,000-49,999",4000
36,Completed,0.1568,,1,CA,Full-time,"$25,000-49,999",8500
36,Current,0.17754,8.0,6,MN,Full-time,"$75,000-99,999",6000
36,Chargedoff,0.35797,4.0,3,MD,Employed,"$50,000-74,999",4000
36,Current,0.09434,11.0,13,TX,Employed,"$100,000+",15000
36,Current,0.35797,6.0,13,FL,Employed,"$100,000+",4000
36,Completed,0.28675,7.0,7,NV,Full-time,"$25,000-49,999",2000
60,Current,0.17839,8.0,1,CA,Employed,"$50,000-74,999",10000
36,Current,0.22466,4.0,1,NE,Employed,"$75,000-99,999",15000
36,Completed,0.14207,,0,NY,Full-time,"$100,000+",4000
36,Completed,0.28574,7.0,3,OK,Full-time,"$75,000-99,999",4375
36,Completed,0.33393,1.0,1,SC,Full-time,"$25,000-49,999",4000
36,Past Due (1-15 days),0.22742,4.0,1,GA,Employed,"$25,000-49,999",5000
60,Completed,0.29371,4.0,3,WA,Employed,"$25,000-49,999",15000
60,Completed,0.17061,7.0,1,AZ,Employed,"$25,000-49,999",10000
60,Current,0.18965,8.0,1,NY,Employed,"$50,000-74,999",14000
60,Current,0.21935,8.0,1,NJ,Employed,"$75,000-99,999",25000
60,Completed,0.23277,5.0,1,FL,Employed,"$1-24,999",15000
60,Chargedoff,0.31375,5.0,1,NY,Other,"$1-24,999",15000
60,Current,0.22283,5.0,2,MI,Employed,"$25,000-49,999",5000
36,Current,0.08531,10.0,1,AL,Employed,"$100,000+",15000
36,Completed,0.124,8.0,1,AL,Employed,"$25,000-49,999",3000
60,Current,0.20593,6.0,1,CT,Employed,"$25,000-49,999",10000
60,Current,0.18136,5.0,1,OH,Employed,"$25,000-49,999",8500
36,Completed,0.2951,6.0,1,TN,Employed,"$25,000-49,999",3000
60,Current,0.35838,6.0,1,IL,Employed,"$50,000-74,999",3000
36,Completed,0.17219,,0,MI,Full-time,"$75,000-99,999",3275
36,Current,0.23438,4.0,15,OH,Employed,"$50,000-74,999",2000
36,Chargedoff,0.16802,,0,,Not available,Not displayed,1000
36,Current,0.2354,4.0,1,MI,Employed,"$50,000-74,999",8000
36,Chargedoff,0.29846,,4,CA,Full-time,"$25,000-49,999",5000
60,Current,0.20081,7.0,1,WV,Employed,"$50,000-74,999",15000
36,Current,0.20626,5.0,1,NY,Employed,"$25,000-49,999",2000
36,Completed,0.17722,,0,,Not available,Not displayed,5000
60,Past Due (16-30 days),0.29998,3.0,1,WA,Employed,"$50,000-74,999",4000
36,Completed,0.29486,6.0,1,MO,Employed,"$50,000-74,999",8000
60,Current,0.21166,6.0,1,MI,Employed,"$25,000-49,999",5500
36,Current,0.35797,4.0,1,NC,Employed,"$100,000+",3600
36,Completed,0.14537,8.0,1,NE,Full-time,"$75,000-99,999",15000
60,Current,0.13942,8.0,1,MA,Other,"$50,000-74,999",12500
36,Current,0.17359,8.0,3,WA,Employed,"$100,000+",15000
36,Chargedoff,0.28771,,0,,Not available,Not displayed,3500
36,Current,0.27776,3.0,1,CA,Employed,"$75,000-99,999",3500
36,Completed,0.19329,,0,CA,Full-time,"$25,000-49,999",1000
36,Completed,0.35797,3.0,1,AZ,Employed,"$100,000+",4000
36,Completed,0.25747,,3,AZ,Full-time,$0,25000
36,Completed,0.13411,,1,MA,Full-time,"$25,000-49,999",5500
36,Completed,0.29972,,0,,Not available,Not displayed,2000
36,Current,0.11563,4.0,19,NV,Employed,"$25,000-49,999",15000
36,Current,0.27776,3.0,14,MO,Employed,"$50,000-74,999",3000
60,Current,0.29341,2.0,1,TN,Employed,"$75,000-99,999",4000
60,Current,0.14658,10.0,1,MD,Employed,"$100,000+",24975
36,Current,0.21687,3.0,1,WI,Self-employed,"$25,000-49,999",10000
60,Current,0.27637,4.0,13,CA,Employed,"$75,000-99,999",4000
36,Completed,0.12453,,4,OR,Full-time,"$1-24,999",4000
36,Current,0.15833,7.0,13,TX,Employed,"$100,000+",8000
36,Current,0.35797,4.0,19,WI,Employed,"$50,000-74,999",4000
36,Chargedoff,0.30532,5.0,7,KY,Employed,"$25,000-49,999",2000
36,Current,0.21945,6.0,1,TX,Employed,"$75,000-99,999",10000
36,Chargedoff,0.25785,,4,PA,Full-time,"$1-24,999",1500
36,Completed,0.21342,8.0,1,CA,Full-time,"$50,000-74,999",4000
36,Completed,0.37402,6.0,1,CA,Part-time,"$1-24,999",2200
60,Current,0.18136,6.0,1,CO,Employed,"$100,000+",6000
36,Current,0.29537,3.0,3,MD,Full-time,"$50,000-74,999",15000
36,Completed,0.19128,,0,MO,Full-time,"$25,000-49,999",7500
36,Current,0.1899,3.0,1,IN,Self-employed,"$1-24,999",4000
36,Current,0.35797,5.0,15,AZ,Employed,"$100,000+",4000
36,Completed,0.0779,9.0,2,IL,Full-time,"$25,000-49,999",4500
36,Completed,0.13625,,7,CT,Full-time,"$75,000-99,999",3500
36,Completed,0.17872,,0,WA,Full-time,"$50,000-74,999",10000
36,Current,0.35356,6.0,3,SC,Not employed,Not employed,4000
36,Chargedoff,0.29346,7.0,1,CO,Self-employed,"$1-24,999",1150
36,Completed,0.2951,6.0,1,IL,Employed,"$50,000-74,999",3500
36,Completed,0.30962,,0,,Not available,Not displayed,1000
36,Past Due (31-60 days),0.29537,7.0,1,AZ,Employed,"$25,000-49,999",4000
36,Chargedoff,0.28951,,0,CA,Full-time,"$25,000-49,999",4000
36,Current,0.32538,2.0,1,GA,Other,"$50,000-74,999",3000
36,Completed,0.30564,,0,,Full-time,"$25,000-49,999",5000
36,Completed,0.31573,,4,CA,Self-employed,"$100,000+",7000
36,Current,0.17192,7.0,2,VA,Full-time,"$50,000-74,999",8000
60,Current,0.27246,7.0,16,AR,Employed,"$25,000-49,999",3500
36,Current,0.35797,4.0,7,DC,Employed,"$50,000-74,999",3500
36,Current,0.29414,2.0,1,AZ,Employed,"$50,000-74,999",10000
36,Current,0.32446,3.0,15,CA,Employed,"$50,000-74,999",4000
36,Completed,0.22238,10.0,2,IN,Full-time,"$50,000-74,999",1500
36,Current,0.35643,5.0,7,NJ,Employed,"$50,000-74,999",5871
36,Completed,0.25397,,0,,,Not displayed,1000
60,Current,0.15449,7.0,1,AR,Employed,"$100,000+",9000
36,Current,0.124,8.0,1,CA,Employed,"$75,000-99,999",10000
36,Completed,0.22872,8.0,1,NY,Employed,"$75,000-99,999",10000
36,Completed,0.26681,5.0,2,NE,Employed,"$25,000-49,999",7000
36,Completed,0.21892,10.0,3,FL,Full-time,"$100,000+",1550
36,Current,0.06726,10.0,3,GA,Self-employed,"$50,000-74,999",15000
36,Current,0.16324,4.0,1,OH,Employed,"$25,000-49,999",10000
60,Current,0.17685,8.0,1,CO,Other,"$25,000-49,999",10000
36,Current,0.20053,4.0,1,FL,Employed,"$50,000-74,999",8000
36,Current,0.22712,3.0,2,IN,Employed,"$75,000-99,999",3500
60,Current,0.19988,8.0,1,TX,Employed,"$75,000-99,999",14000
36,Chargedoff,0.30564,,0,GA,Full-time,"$25,000-49,999",3001
36,Current,0.35797,3.0,3,MD,Employed,"$50,000-74,999",4000
36,Chargedoff,0.37453,5.0,2,IL,Full-time,"$50,000-74,999",3000
60,Completed,0.1658,7.0,1,TX,Employed,"$25,000-49,999",17978
60,Current,0.17685,5.0,1,AK,Employed,"$50,000-74,999",20000
60,Chargedoff,0.27246,7.0,6,IL,Employed,"$100,000+",4000
36,Chargedoff,0.35797,5.0,13,OR,Other,"$1-24,999",2000
36,Completed,0.11947,,0,,Not available,Not displayed,2550
36,Current,0.22773,3.0,1,OH,Other,"$25,000-49,999",3000
36,Completed,0.15833,8.0,7,NJ,Employed,"$75,000-99,999",12000
36,Current,0.08325,10.0,1,CA,Full-time,"$50,000-74,999",5000
36,Chargedoff,0.25727,,0,,Not available,Not displayed,1100
60,Completed,0.27462,7.0,1,IN,Employed,"$100,000+",13000
60,Completed,0.17061,5.0,1,AL,Employed,"$50,000-74,999",15000
36,Completed,0.33593,,3,GA,Full-time,"$25,000-49,999",3500
60,Current,0.20705,6.0,7,TN,Employed,"$50,000-74,999",15000
36,Current,0.24205,5.0,1,MO,Employed,"$100,000+",15000
36,Completed,0.29776,,0,,Not available,Not displayed,2550
60,Current,0.18965,5.0,1,LA,Employed,"$50,000-74,999",15000
36,Current,0.15223,7.0,1,WA,Employed,"$75,000-99,999",15000
60,Current,0.17839,6.0,1,LA,Employed,"$50,000-74,999",11500
60,Current,0.19364,7.0,1,MN,Employed,"$50,000-74,999",15000
36,Current,0.20051,2.0,1,NV,Employed,"$25,000-49,999",10000
36,Completed,0.30532,7.0,1,WI,Employed,"$1-24,999",3000
60,Current,0.1771,4.0,20,MS,Employed,"$1-24,999",4000
36,Current,0.07821,10.0,3,CA,Employed,"$100,000+",10000
60,Completed,0.35838,2.0,1,NY,Not employed,Not employed,4000
60,Current,0.14453,6.0,1,NY,Employed,"$25,000-49,999",15000
36,Completed,0.17677,,1,CO,Full-time,"$25,000-49,999",5000
36,Chargedoff,0.17722,,0,MI,Full-time,"$25,000-49,999",21500
36,Current,0.25013,7.0,3,OH,Employed,"$25,000-49,999",2000
60,Current,0.30111,6.0,1,KS,Not employed,Not employed,7400
60,Current,0.2214,6.0,1,NV,Employed,"$50,000-74,999",18500
36,Past Due (91-120 days),0.23939,2.0,2,CA,Employed,"$50,000-74,999",15000
36,Completed,0.35643,5.0,1,CA,Employed,"$75,000-99,999",4000
36,Completed,0.35797,3.0,2,NC,Employed,"$50,000-74,999",4000
36,Current,0.23438,4.0,1,TX,Employed,"$25,000-49,999",6500
36,Current,0.17359,8.0,19,KY,Employed,"$25,000-49,999",6000
60,Current,0.12992,8.0,1,IL,Other,"$25,000-49,999",15000
36,Current,0.14206,6.0,1,NJ,Employed,"$50,000-74,999",15000
36,Defaulted,0.30781,,1,CA,Full-time,"$50,000-74,999",2551
60,Completed,0.10878,7.0,14,LA,Employed,"$50,000-74,999",15000
36,Current,0.12427,8.0,1,LA,Employed,"$50,000-74,999",11000
60,Current,0.21989,6.0,2,FL,Employed,"$50,000-74,999",9000
36,Current,0.21945,5.0,3,AL,Employed,"$25,000-49,999",2000
36,Current,0.19859,7.0,1,NE,Employed,"$50,000-74,999",7000
60,Current,0.19681,4.0,3,TX,Employed,"$75,000-99,999",5000
36,Completed,0.11651,9.0,2,FL,Employed,"$100,000+",10000
36,Defaulted,0.24502,,0,CA,,Not displayed,2750
36,Current,0.35356,6.0,1,TN,Employed,"$25,000-49,999",4000
36,Current,0.06726,11.0,3,IL,Employed,"$100,000+",3000
60,Current,0.17849,9.0,2,FL,Employed,"$25,000-49,999",8000
36,Current,0.26149,2.0,13,SC,Employed,"$50,000-74,999",4500
60,Current,0.18913,4.0,1,VA,Employed,"$50,000-74,999",15000
36,Completed,0.19914,,0,,Not available,Not displayed,2000
36,Completed,0.35797,4.0,13,WI,Self-employed,"$50,000-74,999",4000
36,Current,0.30899,4.0,1,FL,Employed,"$50,000-74,999",10000
36,Chargedoff,0.37453,,1,FL,Full-time,"$25,000-49,999",1200
60,Current,0.11695,10.0,2,IL,Employed,"$75,000-99,999",18000
12,Completed,0.31134,6.0,1,NC,Employed,"$100,000+",4000
60,Current,0.14965,10.0,1,KS,Employed,"$100,000+",15500
36,Completed,0.10436,9.0,1,OK,Full-time,"$50,000-74,999",3000
36,Completed,0.37453,1.0,7,NH,Retired,"$25,000-49,999",3000
36,Current,0.33215,2.0,1,TX,Employed,"$25,000-49,999",5000
60,Current,0.12992,8.0,1,PA,Employed,"$50,000-74,999",15000
60,Past Due (1-15 days),0.25625,5.0,1,NY,Employed,"$50,000-74,999",10000
36,Defaulted,0.14709,,0,UT,Full-time,"$1-24,999",5000
36,Current,0.2706,3.0,1,UT,Employed,"$25,000-49,999",7000
36,Chargedoff,0.20471,,7,CA,Full-time,"$100,000+",20000
60,Current,0.21566,6.0,1,LA,Employed,"$50,000-74,999",5000
